state_abbr,year,population,violent_crime,homicide,rape,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,arson,violent_crime_1000,homicide_1000,rape_1000,robbery_1000,aggravated_assault_1000,property_crime_1000,burglary_1000,larceny_1000,motor_vehicle_theft_1000,arson_1000
SC,2011,4673348,27894,320,1678,4631,21265,183243,47351,122255,13637,952,5.968740183696998,0.0684733942347114,0.35905736101826785,0.9909384021904639,4.550271026253555,39.21021931172256,10.132136532524434,26.160046288014502,2.9180364911836225,0.20370834784826639
SC,2012,4723417,26474,332,1712,4511,19919,181049,45222,122340,13487,813,5.604840732884688,0.07028809863706718,0.3624494724899368,0.9550289546741267,4.217074207083558,38.330090271513185,9.574001194474254,25.900740925478313,2.855348151560618,0.17212115720462537
SC,2013,4771929,24263,305,2233,3965,17760,173261,40930,119730,12601,753,5.084526613870407,0.06391545222068476,0.4679449337993084,0.8309008788689018,3.7217653489815126,36.30837759740348,8.577244129156155,25.090482276664215,2.6406511915831103,0.15779782138418236
SC,2014,4829160,24038,322,2185,4018,17513,168281,37163,118173,12945,679,4.97767727720763,0.06667826288629906,0.45245964101417224,0.8320287586246884,3.626510614682471,34.846847070712094,7.695541253551342,24.47071540392118,2.6805904132395697,0.14060416304284803
SC,2015,4894834,24448,407,2439,3950,17652,162830,34942,114778,13110,700,4.994653546984433,0.0831488871737019,0.49828043198196303,0.8069732293270824,3.606250998501686,33.26568378008325,7.138546475733396,23.44880337106427,2.6783339332855824,0.14300791405796398
SC,2016,4959822,25137,358,2491,4071,18217,161534,33149,114455,13930,683,5.06812542869482,0.07218000968583146,0.5022357657190116,0.8207955850028489,3.672914068287128,32.56850749885782,6.683505980658176,23.076432984893408,2.8085685333062353,0.13770655479168406
SC,2017,5021219,25412,380,2576,3884,18572,160368,31165,114931,14272,675,5.0609224572758125,0.07567883416357661,0.5130228336983509,0.7735173470824515,3.6987034423314338,31.9380612556433,6.206660175547014,22.889063392773746,2.8423376873225408,0.1344295080537216
SC,2018,5084156,25463,411,2650,3592,18810,156330,29957,111427,14946,643,5.008304229846606,0.08083937628979126,0.521227122063131,0.7065086122455724,3.6997291192481114,30.748466412124255,5.8922267530736665,21.916518690614527,2.9397209684360592,0.1264713356553182
SC,2019,5157702,26307,455,2528,3325,19999,151970,27439,109366,15165,598,5.100527327868108,0.08821758217128481,0.490140764239578,0.6446669466363121,3.8775020348209335,29.464672445209125,5.320004916918426,21.204404597241172,2.9402629310495256,0.11594310799654574
SC,2020,5218040,27691,549,2086,3122,21934,141987,23377,103892,14718,710,5.306781856789139,0.10521191865144768,0.39976696230768644,0.5983089435880139,4.203494032241991,27.210791791553916,4.4800346490253045,19.910157837042263,2.8205993054863514,0.13606641574230938
SD,1979,689000,1096,14,113,140,829,19297,4316,13782,1199,150,1.590711175616836,0.020319303338171262,0.16400580551523947,0.20319303338171263,1.2031930333817127,28.00725689404935,6.264150943396227,20.00290275761974,1.7402031930333817,0.21770682148040638
SD,1980,688217,873,5,86,138,644,21447,4766,15521,1160,111,1.268495256583316,0.007265150381347744,0.12496058655918119,0.20051815052519772,0.9357513691175894,31.16313604575301,6.92514134350067,22.552479813779666,1.6855148884726765,0.16128633846591992
SD,1981,685000,718,12,79,122,505,19922,4348,14587,987,119,1.0481751824817518,0.017518248175182483,0.11532846715328467,0.1781021897810219,0.7372262773722628,29.083211678832118,6.347445255474453,21.294890510948907,1.4408759124087591,0.17372262773722627
SD,1982,691000,684,19,79,118,468,17592,3885,12889,818,103,0.9898697539797395,0.027496382054992764,0.11432706222865413,0.170767004341534,0.6772793053545586,25.45875542691751,5.6222865412445735,18.652677279305355,1.1837916063675833,0.14905933429811866
SD,1983,700000,840,15,119,111,595,16993,3820,12453,720,98,1.2,0.02142857142857143,0.17,0.15857142857142856,0.85,24.275714285714287,5.457142857142857,17.79,1.0285714285714285,0.14
SD,1984,706000,1041,13,190,105,733,17403,3529,13102,772,63,1.4745042492917848,0.018413597733711047,0.26912181303116145,0.14872521246458922,1.038243626062323,24.65014164305949,4.998583569405099,18.558073654390935,1.093484419263456,0.08923512747875353
SD,1985,708000,967,13,168,121,665,17730,3867,13142,721,80,1.365819209039548,0.018361581920903956,0.23728813559322035,0.1709039548022599,0.9392655367231638,25.04237288135593,5.461864406779661,18.562146892655367,1.018361581920904,0.11299435028248588
SD,1986,708000,883,28,125,115,615,18346,3919,13728,699,58,1.247175141242938,0.03954802259887006,0.1765536723163842,0.16242937853107345,0.8686440677966102,25.912429378531073,5.535310734463277,19.389830508474578,0.9872881355932204,0.08192090395480225
SD,1987,709000,849,13,146,87,603,18138,3787,13673,678,83,1.1974612129760225,0.018335684062059238,0.2059238363892807,0.1227080394922426,0.8504936530324401,25.582510578279265,5.34132581100141,19.28490832157969,0.9562764456981664,0.11706629055007052
SD,1988,715000,813,22,192,87,512,17641,3703,13255,683,68,1.137062937062937,0.03076923076923077,0.26853146853146853,0.12167832167832168,0.7160839160839161,24.672727272727272,5.179020979020979,18.53846153846154,0.9552447552447553,0.0951048951048951
SD,1989,715000,969,9,229,84,647,18230,3394,14057,779,90,1.3552447552447553,0.012587412587412588,0.3202797202797203,0.11748251748251748,0.9048951048951049,25.496503496503497,4.746853146853147,19.66013986013986,1.0895104895104895,0.1258741258741259
SD,1990,696004,1133,14,239,86,794,19116,3671,14678,767,101,1.6278642076769674,0.020114826926282033,0.34338883109867185,0.12356250826144677,1.1407980413905667,27.46535939448624,5.274394974741524,21.088959258854835,1.10200516088988,0.1451141085396061
SD,1991,703000,1281,12,279,132,858,20366,4146,15412,808,127,1.8221906116642959,0.017069701280227598,0.3968705547652916,0.18776671408250356,1.2204836415362732,28.970128022759603,5.897581792318634,21.923186344238974,1.1493598862019914,0.1806543385490754
SD,1992,711000,1383,4,368,120,891,19939,3849,15371,719,120,1.9451476793248945,0.005625879043600563,0.5175808720112518,0.16877637130801687,1.2531645569620253,28.043600562587905,5.413502109704641,21.618846694796062,1.0112517580872011,0.16877637130801687
SD,1993,715000,1490,24,318,107,1041,19661,3927,14915,819,81,2.0839160839160837,0.033566433566433566,0.44475524475524475,0.14965034965034965,1.455944055944056,27.4979020979021,5.492307692307692,20.86013986013986,1.1454545454545455,0.11328671328671329
SD,1994,721000,1641,10,303,135,1193,20726,3938,15916,872,100,2.276005547850208,0.013869625520110958,0.420249653259362,0.18723994452149792,1.654646324549237,28.74618585298197,5.461858529819695,22.0748959778086,1.2094313453536754,0.13869625520110956
SD,1995,729000,1513,13,299,189,1012,20799,3942,15976,881,76,2.0754458161865568,0.01783264746227709,0.4101508916323731,0.25925925925925924,1.3882030178326474,28.530864197530864,5.407407407407407,21.91495198902606,1.2085048010973938,0.10425240054869685
SD,1996,732000,1297,9,300,138,850,20443,4077,15532,834,103,1.7718579234972678,0.012295081967213115,0.4098360655737705,0.1885245901639344,1.1612021857923498,27.9275956284153,5.569672131147541,21.218579234972676,1.139344262295082,0.1407103825136612
SD,1997,738000,1457,10,357,172,918,22491,4088,17545,858,77,1.9742547425474255,0.013550135501355014,0.483739837398374,0.23306233062330622,1.2439024390243902,30.475609756097562,5.53929539295393,23.773712737127372,1.1626016260162602,0.1043360433604336
SD,1998,738000,1139,10,258,149,722,18227,3458,14006,763,84,1.543360433604336,0.013550135501355014,0.34959349593495936,0.2018970189701897,0.978319783197832,24.697831978319783,4.685636856368563,18.978319783197833,1.0338753387533874,0.11382113821138211
SD,1999,733133,1227,18,336,103,770,18159,3255,14043,861,87,1.6736390259339027,0.024552161749641605,0.4583070193266433,0.14049292556739362,1.0502869192902242,24.769039178430106,4.439849249726857,19.154778191678727,1.1744117370245235,0.11866878178993442
SD,2000,754844,1259,7,305,131,816,16252,2896,12558,798,103,1.6678942933904224,0.009273439280169146,0.40405699720737,0.17354579224316546,1.0810180646597176,21.530276454472713,3.8365543079099784,16.63655006862345,1.0571720779392828,0.13645203512248888
SD,2001,758324,1171,7,351,103,710,16473,3087,12571,815,85,1.5441948296506507,0.009230882841634975,0.46286283963055375,0.13582584752691462,0.9362752596515475,21.722904721464705,4.070819333161023,16.57734688602761,1.074738502276072,0.1120892916484247
SD,2002,760437,1350,11,361,117,861,15992,3034,12139,819,104,1.7752949948516445,0.014465366624717103,0.4747270319566249,0.1538588995538092,1.1322436967164933,21.030013005679628,3.989811121762881,15.963189587040084,1.0770122968766642,0.13676346627005262
SD,2003,764905,1329,10,356,104,859,15324,2878,11572,874,84,1.7374706662918926,0.013073518933723795,0.46541727404056715,0.1359645969107275,1.1230152764068742,20.033860414038344,3.7625587491257084,15.128676110105177,1.1426255548074598,0.10981755904327989
